index,x,y,z,label
0,-15.143474133380082,-69.96618057384578,-31.636479803719762,A
0,-102.72506244508138,-137.94238655377882,-1.9397980420689933,A
0,-43.97476256296727,-119.81391286901635,-12.193652254293646,A
0,-141.59398603280056,-126.56217418216787,-3.381211803929066,A
0,-14.728161771324281,-66.32557425132234,-32.94500274250227,A
0,-38.47236341813181,-115.03655974547846,-14.237677241215767,A
0,-15.295493252164448,-48.107238411069446,-39.31864555168318,A
0,-153.43937736536657,5.152664798362117,-48.95066899028133,A
0,-180.89138423577475,-33.776775960039444,-33.440962649423504,A
0,-156.55623927159533,-115.94064205530452,-6.132223877281522,A
0,-149.19595487512657,-121.75756460754897,-4.570631484111821,A
0,-91.77424353855986,-137.91306546598867,-2.6722924443828973,A
0,-15.434144189629862,-71.88034690987686,-30.943713221686338,A
0,-133.43161027407095,-130.6201665822452,-2.4914849951483085,A
0,-29.32912437289778,-13.855406942891975,-50.44643163976075,A
0,-37.47478000924729,-114.0712341157514,-14.643164493236917,A
0,-142.69415625227396,12.078469732789777,-52.09648667724438,A
0,-85.39896296944669,-137.27487246220156,-3.3173055679109495,A
0,-115.8761947615788,-136.1982007123595,-1.6862985062255689,A
0,-24.948306848500735,-98.05246674381377,-21.106276480781347,A
0,-16.690130852302076,-77.93492621045034,-28.730269813536385,A
0,-180.9048026862436,-33.8202577502356,-33.42477643952437,A
0,-122.98397398993029,19.745948202615715,-56.09451470954079,A
0,-77.23157116239472,-135.7645800235173,-4.387396437465018,A
0,-56.03899999836512,10.318334455209985,-57.19176102340245,A
0,-19.4273713824374,-86.60647626413616,-25.49822629358224,A
1,-41.21983471453681,-11.223441426171235,-22.416027869753528,B
1,-136.1274798341903,-172.2681482042874,-73.7227682997348,B
1,-42.01638022049143,-31.38338701730524,31.41818497637174,B
1,-46.50797686125461,-8.576189066882293,-25.92571398044473,B
1,-34.041829120331975,-15.36730693207491,-26.954846707590463,B
1,-57.5650294508432,-33.95940179602927,-94.44280852998662,B
1,-104.00679839086322,-113.5127945602542,-122.94551181638371,B
1,-34.24132014502658,-56.778662720400426,47.16499569977557,B
1,-42.70672871962443,-48.77148660498347,-98.66135666607786,B
1,-82.62008515890871,-74.75325622994559,-122.0301833451806,B
1,-166.17953121221984,-56.44515600544131,19.05639365050903,B
1,-28.123124539877622,-36.812320323457556,24.319603474724666,B
1,-61.534556698494924,-150.03767880034556,-107.38121571327935,B
1,-104.1058101809336,-3.938767095142893,-1.3582819334740108,B
1,-27.055456322827084,-116.18548604229322,-102.84024255502783,B
1,-52.84659391176865,-121.65556036971819,65.37054940213363,B
1,-81.94857132207233,-168.6617249598225,46.246343716623024,B
1,-160.90589451819415,-33.92867421556532,-43.760238146761,B
1,-89.78959524645333,-167.5748226199202,47.49267847860556,B
1,-54.00077061373105,-174.91950447974045,-81.33321632606915,B
1,-100.81347781182666,-2.5052678193334117,-5.431435890712606,B
1,-20.96394154760202,-167.96965882811054,-53.67169397914692,B
1,-135.76040450152362,-23.780749251273065,-69.54548974485348,B
1,-114.88965433045375,-160.9755150608122,-99.25432941358054,B
1,-132.59998246683665,-143.31830482511157,-103.14567296404871,B
1,-162.60347157226582,-45.06159479517973,12.228999308189152,B
1,-168.37476077112797,-111.71764671327975,-83.14838613316991,B
1,-26.652881057327114,-156.89421751795498,-79.48741389952164,B
1,-88.1658217541833,-103.25570651119197,-125.19926320110551,B
1,-130.34977726991627,-50.862259864121995,-101.59452452434232,B
1,-168.4335544925099,-52.43215857372574,-60.954119520815624,B
1,-89.5086254882334,-113.97414591395128,-124.19530837744261,B
1,-173.60904275851695,-69.5553552848118,15.988317000551021,B
1,-141.47817242414186,-16.41097153561627,-39.39814425663756,B
1,-114.70480367072258,-4.309373930338467,-11.52540266737328,B
1,-70.30521922144693,-11.938500645577335,-70.1774376527768,B
1,-47.260059036713045,-123.08891730381931,62.64298987459171,B
1,-7.172588571847427,-70.0960325174346,25.511566717008307,B
1,-151.14582822322214,-126.17818962274058,-97.85804133985243,B
1,-171.36446285692904,-98.17059715038597,29.220738612379584,B
1,-50.609453442708116,-190.25364320405532,-7.207194898884289,B
1,-164.14498662164982,-37.46361610621366,-42.83259916908309,B
1,-26.272855093870554,-148.0553885146801,36.292244814793,B
1,-122.48948314988185,-49.67763041638665,-104.74619164031145,B
1,-73.81547194823581,-22.80283961495637,36.96643403144751,B
1,-62.20796698911282,-4.018694749848223,-39.68083962365119,B
1,-37.47640794228735,-13.442827740793248,-19.72171930338008,B
1,-184.11900794671845,-124.79821576199326,-32.78044525723273,B
1,-160.47787966039374,-31.22911747246735,-19.3771918638417,B
1,-42.60876280587073,-183.7588618535362,3.0194146372629973,B
1,-179.30539420581573,-61.23346165245153,-37.29596975402817,B
1,-160.25667011022688,-137.82554800661296,-82.4426080751347,B
1,-100.34707218709215,-26.965954335167353,-92.9457914295798,B
1,-89.05261325587595,-169.4300467746856,45.730742368444986,B
1,-167.22107638946562,-70.85807978539614,-78.80936420340231,B
1,-153.22088065487105,-156.8540316292015,-74.38759611151343,B
1,-155.09699426267966,-104.35243491827856,-99.05532984129405,B
1,-73.65035749009186,-180.53663856920866,-81.90660343034499,B
1,-39.43837745434252,-186.6432193301108,-21.130427118504436,B
1,-131.78863471782415,-186.49270676624639,-46.81716666933094,B
1,-38.83529195819021,-121.64024583483402,58.6448876408162,B
1,-138.30656966051663,-36.33714887727257,33.17967168875919,B
1,-100.18407114105722,-124.57977906469162,70.37531116662333,B
1,-87.25758038178498,-131.80256585690418,-119.88047248255495,B
1,-37.57455636156338,-52.14279352195088,-97.56493281219889,B
1,-16.709646220040312,-48.09933604149462,22.19353145511652,B
1,-81.01022176747666,-25.292125393112258,-91.93229726225499,B
1,-116.34873892126808,-178.02867944883843,-80.00973175935484,B
1,-85.03272162800366,-198.76950246605588,-35.03204561526579,B
1,-103.6159616313029,-3.9669778709371855,-49.96474415536491,B
1,-107.90913062947277,-2.9948514864317843,-9.295257272721365,B
1,-59.18495266692281,-37.53473772681645,-98.32597581542265,B
1,-156.15020266100274,-101.40573897821044,-98.21834921393489,B
1,-142.10865068731093,-44.43266086766461,-88.64940987554957,B
1,-118.87885191947991,-165.80847153811425,42.36418715359432,B
1,-85.39795651086297,-104.80024045326826,74.20940426966791,B
1,-28.82547779765109,-21.850181390978335,-46.93522042841502,B
1,-18.20589878275466,-170.79036112116137,-20.375322036217973,B
1,-116.76124705964442,-147.14013638187288,57.34641745775624,B
1,8.682905055315786,-73.99455381622059,-24.67262551354098,B
1,-152.34659411222322,-34.38266153774656,14.206270799726013,B
1,-65.03165261960513,-192.1932425524974,-54.47179645104175,B
1,-79.68077972351858,-63.60583357046303,67.37072735897641,B
1,-17.24003823510155,-29.065055601072686,-30.70784131162103,B
1,-122.84951008127945,-6.065504408042912,-20.871943688519618,B
1,-23.924328783263945,-22.825869127130048,-22.319446964825016,B
1,-80.25113247110443,-27.76497764500583,-94.51178157322252,B
1,-76.94179828182794,-16.4268068414641,28.916302975598597,B
1,-174.15259437170272,-130.96435669718636,-64.46785443910343,B
1,-161.22931265338593,-131.32090715990032,-85.14372674854897,B
1,4.199501380173871,-60.832755875922096,-27.150675358885234,B
1,-141.9367751855154,-163.74075730432762,-79.34590960059691,B
1,-94.95982599697497,-107.46621755675889,73.80555106992813,B
1,-165.1024714685666,-72.74422669492802,31.860752769445845,B
1,-109.32523920821004,-108.87320455531182,-122.47681609108554,B
1,-107.30548887048664,-10.896943140844371,-67.23583688527361,B
1,-32.760088640194795,-64.77598469608573,50.249543894327,B
1,-117.03959155580655,-63.96601893351287,63.181668166217484,B
1,10.905110427548692,-103.85600767489333,-39.401331942371314,B
1,-60.419134588021464,-171.61122170008443,37.84213379938075,B
2,8.984239528308677,-92.7367011188133,-122.85476859365394,C
2,-83.08875483146598,-52.7466261601707,-71.69803475972154,C
2,-80.88321903910315,-81.32191693893041,-21.082397720310652,C
2,-59.54344296164561,-28.02757600066367,-38.75040480373211,C
2,-3.3341530233351975,-38.865999988853446,-164.40891072426376,C
2,-119.81943155147107,-140.29303600210835,-35.380676524252614,C
2,-18.08547990397156,-16.363130243416904,-157.54737434957804,C
2,-133.3976005902425,-106.90775835750006,-67.46608799626517,C
2,-8.486443129641167,-67.93735771786199,-173.63000390038837,C
2,-52.48536826441536,-9.621553874592067,-143.61585118581218,C
2,-135.60104818384315,-46.796948349789915,-55.80850490302995,C
2,-106.32627599460841,-118.67741134490632,-15.209674358203713,C
2,-45.030162770416084,-19.22034159709328,-152.71705700642406,C
2,-121.27058698004501,-46.27550836719145,-71.52712217946592,C
2,-30.18755995520771,-36.645380408069904,-86.0769998243542,C
2,-11.340448367788902,-22.569466045061418,-90.75578479422121,C
2,-44.2449911729888,-117.18933640908928,-164.355951395754,C
2,-54.375042368426236,-47.442670034962205,-140.33913651165471,C
2,-98.69793666490696,-30.8307555708407,-87.57290415971991,C
2,-23.048421634172165,-140.73354908136133,-156.17092434770262,C
2,-89.0282634182747,-87.38119513631301,-13.189119628303288,C
2,-28.906420668662953,-12.991337900794441,-70.00422916407423,C
2,-102.57507785940584,-132.9732608255748,-104.99534171771734,C
2,-57.32581796741494,-30.396839696433922,-43.82070331855394,C
2,15.258759348230328,-82.52604809956115,-135.80999866551545,C
2,-45.635324505696445,-153.0384818714607,-147.65581061771795,C
2,-35.03767442052756,3.0153822687694145,-64.25521751356895,C
2,-52.114020278581805,-58.494183806332344,-131.18247899320374,C
2,-77.17710922359403,8.856212995112841,-38.17251172893259,C
2,6.447300076551102,-103.94214754765927,-121.64228159968971,C
2,-111.36809888967927,-25.337109647884994,-80.83088375872298,C
2,-52.10756311397585,-62.57717658651089,-139.87355627730844,C
2,-85.04725452145573,-166.66588471863787,-111.23006727031658,C
2,-60.8283954986455,7.368210150332388,-43.841608410824705,C
2,-23.289347736130807,-30.684180584003343,-84.72396875956535,C
2,-15.450702585035124,-22.83602613069374,-86.85345936708694,C
2,-72.92728772333295,11.873966318131266,-113.8483446523939,C
2,-99.69564297871958,-59.908756801081374,-73.78221856015902,C
2,5.839171610552086,-103.40867840339753,-158.99942815636973,C
2,-133.16365844652887,-114.61393428636757,-27.22677679905658,C
2,-142.61151740608796,-94.46017862051254,-37.47724035010784,C
2,-79.12321910563438,-92.14209932837551,-62.91779145048253,C
2,-9.443080865405896,-138.16231235242702,-110.13833067690643,C
2,-55.951892499607,-37.125880449196,-58.66579736831289,C
2,-126.19300003681235,-15.626031162787484,-52.9221369814293,C
2,-108.107416903886,-141.76737933209802,-29.8215992536689,C
2,-66.02434447777264,-45.373451800557135,-40.61508777153595,C
2,-45.02145496248362,25.93591142057946,-99.33152820039321,C
2,-2.934439269364063,-129.01450353614678,-151.0463406284899,C
2,-135.08517469463993,-63.134796476754275,-18.221816335696744,C
2,-39.506840643956906,4.873787822906593,-140.41210315836236,C
2,-132.6773268796706,-126.55787223528733,-38.19517440727466,C
2,-48.712729660915635,-7.625701447596711,-47.564009623003564,C
2,-62.63351423858897,-33.637318652385126,-36.89607960889662,C
2,-108.33806460227157,-35.67667953986075,-10.288218732657867,C
2,-104.35985647710808,-58.13187441665522,-74.6267335166478,C
2,-36.40032232159241,-165.94371595184052,-127.54951377286758,C
2,-9.873122218239232,-146.55894433931894,-131.32810975313024,C
2,-109.40067605522546,-15.506987511936096,-83.04093668196106,C
2,-71.79737495144666,2.0585163145086227,-34.270180770591566,C
2,-25.567195491401215,16.148015650103787,-119.4443534126715,C
2,6.888548004314686,-75.5570497236696,-117.57589656060435,C
2,-113.75374196619363,-95.09524181191742,-8.07733391117597,C
2,-40.80754385765097,-57.46181793742537,-164.53949879776192,C
2,-33.26686892007818,-5.653713742329984,-150.3067480652991,C
2,-87.93291469315466,-53.20469170134744,-11.496980643340322,C
2,-83.51497066767989,-144.16107760164164,-34.031247746669344,C
2,-39.38430055815475,-67.94876282917838,-113.67153747844964,C
2,-27.584840274648293,17.365864941570166,-118.20644039764407,C
2,-56.78162084789652,-107.57030425900577,-97.18437507434565,C
2,-57.47206444920062,-123.06226996184677,-154.07247886388203,C
2,-26.854627090615715,8.797031708471849,-135.35497857592804,C
2,-75.26367402098214,-82.2511378152092,-38.574752954927106,C
2,-25.142264874216032,-77.38584861013663,-107.81089032816897,C
2,-114.2867373645202,-1.9779011571617673,-40.89694007830803,C
2,-23.87409383124279,7.844575912117733,-81.37608207738971,C
2,-99.50232970435798,-166.17744323770268,-90.71317025621354,C
2,-81.12519185716107,-8.940121599439124,-24.253348671748753,C
2,-79.16993400627817,-79.35773998458298,-23.709566737456555,C
2,-35.991679558693846,-71.76659830543741,-111.92161677178409,C
2,-80.69568368954633,-43.36601526692026,-81.2174893248337,C
2,-17.08077870277708,-152.28441394018148,-110.73296732239075,C
2,-86.2056638879363,16.239002133283947,-93.69158921841138,C
2,-76.82145729835366,-103.37821638467594,-29.26831018999826,C
2,-95.98735333519926,-116.61949125992498,-99.48392717713715,C
2,-57.21254285921252,-33.41096050887132,-47.20039235796774,C
2,-125.41627659173855,-115.22313986453517,-77.80350245355422,C
2,-2.992912694388181,-2.6295414778450095,-120.4915741926868,C
2,-73.00687472788294,-135.5619431611993,-36.93490329316037,C
2,-134.5769312092405,-39.90165068539391,-28.304498386662843,C
2,-137.9025563515604,-54.26583655425509,-53.771887015331764,C
2,-46.42191150484732,-169.5259572523937,-87.3335898482974,C
2,-77.59858258025102,-101.65452936340516,-27.965669443672382,C
2,-124.73758369950457,-64.96314624894673,-69.28717549603174,C
2,-96.52711928610842,-68.12518494834227,-7.297279134580322,C
2,-43.88966943499613,-142.76828192323524,-69.63139062402908,C
2,-50.6234781439408,-57.38079784569584,-149.65109960270894,C
2,5.317449441776461,-120.11160121498095,-143.90226954043908,C
2,-88.25431727521587,-20.317892195600933,-101.36932847422008,C
2,-57.77521518607255,-168.03253653725892,-127.5855551958568,C
3,-83.71552235245441,-76.52368688771078,-79.55095900222462,B
3,10.669031072722206,-89.7446430117986,-89.07797413008893,B
3,-8.096701416181926,79.20338913518478,-58.409787121777846,B
3,60.24674362498616,12.181438984638245,-65.28485965146356,B
3,-76.1932938611267,35.001051846586535,-162.3048246747665,B
3,-41.60919848157972,-37.203159603075605,-180.16650103093622,B
3,53.63748478219893,-12.306463098244556,-140.91203304376322,B
3,-54.0793197247809,42.56355792242374,-169.63715728792454,B
3,-105.59182773498452,-50.80426370507382,-77.74581212655428,B
3,-84.68041273268514,-69.73171512012246,-62.11458313456816,B
3,-6.224298350207249,1.3288335985453639,-3.721482380059342,B
3,-26.085763197380096,-88.77069291293722,-134.03023166924424,B
3,-76.5431763485487,60.58878069375369,-137.956895355372,B
3,-3.5466913278642522,70.15150742431328,-43.955896153136074,B
3,51.174098588803936,-54.00584800044109,-80.91893378572371,B
3,-108.4129506847195,5.615567926134794,-51.33093981832756,B
3,-108.90756112171343,-41.864198827366565,-116.35788401041123,B
3,-96.4935681887637,-65.03235299141741,-83.64305541597973,B
3,-40.653292399327185,-52.20177998104039,-173.0297556659487,B
3,-60.799475492294015,-38.637052149878116,-173.86434308246044,B
3,-47.74991695298135,-35.30954617363618,-179.5642847811186,B
3,-107.8887108147903,-3.409184092866165,-49.18692109085736,B
3,-112.90898679284973,-14.313426316163161,-61.112799041812025,B
3,-90.20292477330969,-70.6319449867268,-78.61500103758759,B
3,-92.59510583542718,58.67733035420319,-77.40652404190757,B
3,0.21480245343607507,67.95123215858943,-42.612723393634525,B
3,-28.8828356976942,50.185721238639545,-19.176178106028345,B
3,50.894418834600934,10.250764334894896,-44.926087890545986,B
3,47.4250575739973,-18.24491206712488,-39.54123706202027,B
3,-86.66781491406041,-38.872217546662384,-32.128333446663056,B
3,32.001374058422954,55.42064461940457,-54.01432797001765,B
3,-69.47656773805787,28.02680892404037,-18.515540154502574,B
3,-19.233184982706007,-73.80779918868585,-156.11207771778024,B
3,58.656231025544606,-0.9007903783667417,-131.54785963753426,B
3,32.47343055827279,54.432920351195165,-53.25066266746068,B
3,-14.91535981776235,45.89829335528091,-171.58840482134622,B
3,38.3978267001059,46.466053550296564,-51.542482335802845,B
3,-88.45768904319536,-34.02790501109716,-157.2415551841818,B
3,16.72529466967618,43.29809498579334,-161.32547217204547,B
3,44.88823912437015,19.029445326245614,-39.58875571995704,B
3,-107.16290200598232,-27.7863123464316,-54.07520933722654,B
3,5.689090572036072,-88.04370201157253,-120.01574198464688,B
3,44.931598407231554,-63.72324059435199,-86.78550390314655,B
3,-22.812894817287784,-95.59596450989194,-75.15376287623135,B
3,36.47547761985591,53.076015488695745,-57.48480310800076,B
3,-91.09388152421468,-67.0860238438541,-118.57699071056332,B
3,23.26007886431354,-49.22834072365728,-29.61102319067659,B
3,-80.43247010032042,68.0857274019966,-115.90256142846157,B
3,3.5896735750522843,-90.30405378850435,-114.54102960780419,B
3,-68.51689593924226,-13.008340945099217,-176.93646829152763,B
3,-54.398369691734224,-92.42540106232622,-107.43891808257665,B
3,-25.36940055414922,79.42981983246831,-134.20815166685978,B
3,2.7781492787977236,-40.35023404016751,-13.56984404640285,B
3,-14.858983322640263,-7.783071064563405,-2.0716000437382434,B
3,-43.64651454794663,-29.85864092523611,-6.418555398540903,B
3,-58.57176372597658,66.92950971986323,-44.217087068005554,B
3,37.66392975202465,58.91147587638828,-71.99654092387146,B
3,-16.813029644204686,-17.050979594479557,-186.02203126243234,B
3,61.74315835566929,-24.444675423509256,-116.02907614735913,B
3,-74.16973763539295,-60.15919310815288,-151.80778699575887,B
3,-7.316485709849228,-4.272776259275649,-185.36215784162056,B
3,58.14788289682816,-33.845704062825035,-119.46249704185452,B
3,31.87784671181739,-66.5161582417907,-56.717285134375345,B
3,46.82429863812239,-52.166233824707874,-62.463960259182535,B
3,-37.4883596629558,-96.5701547281448,-103.45221445202296,B
3,-48.37643363499458,-56.00700339150944,-19.894131395622054,B
3,-107.4400169881429,41.259384251226706,-96.86073411154624,B
3,27.551092601276764,24.935088627459955,-24.627102540640323,B
3,-64.42124909385602,-3.4158112514273418,-179.2989808942698,B
3,16.74752389306461,-80.91728732854212,-125.35999941513215,B
3,-26.688794708238277,-61.024869197420074,-20.32448449085925,B
3,-77.8281785676983,-81.48707811180272,-83.43817918627761,B
3,-68.04201480046981,78.59315412590445,-97.36167559860301,B
3,-81.61043901456075,40.34775600113565,-34.313304569434685,B
3,55.127943989715426,-33.02497027801503,-128.69886099601058,B
3,-85.83181442330077,67.00250957442127,-91.04690109878209,B
3,2.372777878017608,10.25833372600546,-181.50317109173415,B
3,-76.77081355262803,29.944413283375173,-164.60123733262975,B
3,-41.07463197449823,-3.0607770505695076,-186.21350709486825,B
3,56.57455604948576,-2.037906326797106,-52.5762803448177,B
3,53.59946403399358,27.70283380830252,-59.82497527581767,B
3,-11.892589243178687,27.153568441054897,-8.111765585715062,B
3,62.06446555171663,23.540948802163623,-98.0285163668594,B
3,-85.58498582829229,66.97935197137727,-87.74711333678866,B
3,-40.954284533701475,-37.04528267284364,-8.312872579903484,B
3,-114.00542778434274,22.964996210957338,-109.98324706323075,B
3,-76.36092124286276,-82.54168653034998,-104.50762460712875,B
3,31.224804104270227,-51.29676543033017,-38.267478842072066,B
3,-111.38087721843502,32.53417232432777,-103.146628707025,B
3,3.244567139537665,-53.50692271291963,-20.971812907356423,B
3,25.308364367710382,-81.8836223894253,-93.72599775881423,B
3,-40.24372038204468,-24.040492246187828,-4.368450196395017,B
3,-91.57462523535384,14.464309097644808,-158.0659547420199,B
3,43.37378440082676,-65.87339054013572,-98.60740777659265,B
3,-55.00857143116572,44.153243903489354,-168.26626329969554,B
3,-108.30736822513927,-17.01756739872051,-136.9534210737321,B
3,38.90042678783269,-62.563534483238385,-126.23626417393423,B
3,28.68227733731947,3.2733930560954203,-19.856524052262287,B
3,-17.47166809744255,46.5701942652221,-171.48826155130945,B
3,-26.87849619919284,87.31500611550194,-108.61216455074751,B
4,69.26248812416945,86.36564268523749,-21.835449130550245,C
4,-257.635146121239,-197.0485430575723,-86.34902523655072,C
4,-232.32989394348454,-182.14601668454162,53.82603666754652,C
4,49.80397265612963,64.25763650089924,74.6236428156039,C
4,49.09358659332143,-70.832707950693,-71.84390298717696,C
4,80.2515606604277,14.930837044431613,76.69285824929823,C
4,17.829882877304144,-57.02099913305302,113.6474294063379,C
4,25.245094373137675,35.96650641622638,-193.6406343754067,C
4,-190.19687078256086,-191.10118640751875,66.28437872748556,C
4,-16.268303415402514,27.625558627039922,-97.67497504388041,C
4,0.47662997398637685,-70.55927773659973,116.62160467726115,C
4,-121.48561077628936,-175.07004237972401,-62.43765680860627,C
4,-151.30335115322126,-207.7661546160158,-19.95409637829696,C
4,-88.41095257546533,39.798596051030074,69.45328067639133,C
4,-6.187289177288918,-137.20733612676523,-248.26561587001328,C
4,-59.70538116690881,-175.16253248857865,-239.4340502904219,C
4,-239.94308026631091,-213.11898683629585,-23.578085942890517,C
4,45.27143262525961,-115.76516792912733,-169.16721285374308,C
4,-88.72774773926564,-101.09642623313673,-274.7996909141222,C
4,-14.445484146681075,38.52943943680606,-69.12191591342666,C
4,-145.8664230242146,-220.20944459904837,-82.30475302269645,C
4,-215.68706931052589,-138.25000483823538,105.42769421968045,C
4,-173.45400221205125,-211.10932942593394,14.169357046310608,C
4,-213.899440954128,-50.26656526602885,77.17294122319781,C
4,-148.92386453241,-2.94555622192766,117.64791230975182,C
4,24.942544779358855,13.003265460275983,128.22864396344897,C
4,-27.18262647667008,-13.114994978220892,-243.91022542596193,C
4,-238.38860294865918,-73.7691130533474,19.65098576908514,C
4,-227.9732765444864,-94.78434429390614,98.26339146822822,C
4,-176.56003787181652,-79.69859123866839,-145.44709525016046,C
4,-236.3362166942851,-97.87721842515863,-91.91493815255214,C
4,-221.40687157720686,-66.82219229267,90.37845286552057,C
4,-268.21498232626124,-137.56383612730252,-76.13865406172886,C
4,-42.11383057255261,-106.25261050506327,-277.09276949398185,C
4,-42.56411240906762,-103.25199938880772,-128.22279252381927,C
4,-51.8853249295817,28.048703871548497,6.000957293588442,C
4,116.76502663765466,-22.72618183671854,-25.787888236439127,C
4,-59.87928550026408,-3.6486846830302113,6.198826738252706,C
4,-203.5690115202902,-128.9039360106034,-207.4338728824552,C
4,-25.12104582473426,-12.87114146537266,-103.72297937070056,C
4,-260.8881505513797,-115.35626496467489,-64.49929381842848,C
4,-273.92304107489065,-154.35006270660313,-35.62294408057477,C
4,114.02347874923585,-25.711070251700043,-159.8515551764441,C
4,-162.51366977784517,-118.39859528142605,-243.03524617233808,C
4,84.75171223177828,51.98231450354481,-147.40787112751252,C
4,-138.41866280067623,-191.49799912162413,-231.9515149642334,C
4,-236.45444680350442,-220.32409498719733,-78.32396035365656,C
4,-225.58859502694463,-192.80619948681476,45.43247757809067,C
4,10.590828539973089,-29.578058076516136,137.44820114768413,C
4,-149.1588809233898,-56.26112566072385,155.65321012000436,C
4,-151.16213619764062,-28.389579803295184,143.81379174438501,C
4,57.68582242419596,-104.2952212015368,-156.05785981891668,C
4,-269.37144850242095,-175.9845798649929,-66.07433240335426,C
4,-201.7040035625127,-199.58137826183273,48.680600302403406,C
4,59.537174790012884,87.5263426951587,-46.529703273134935,C
4,-113.98526673506231,-113.12739297130732,1.2399416938043615,C
